filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
Ants_50.jpg,121803,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[55,34,44,96,191,322,361,378,375,370,390,361,302,144,103,69,58,60],""all_points_y"":[386,296,258,243,239,236,260,287,335,365,499,571,602,616,599,567,539,477]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Ants_51.jpg,93348,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[93,82,124,328,375,426,415,430,405,96,75,68],""all_points_y"":[421,305,247,242,258,298,428,593,633,634,583,545]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Ants_52.jpg,111367,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[134,89,108,491,490,425,479,470,80,81],""all_points_y"":[323,219,78,96,239,341,451,582,560,424]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Ants_54.jpg,77810,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[209,177,181,445,460,434,470,473,180,178],""all_points_y"":[431,375,268,275,364,424,495,604,613,485]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Ants_55.jpg,78898,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[143,100,107,439,447,408,445,447,86,82],""all_points_y"":[444,352,239,246,365,441,532,638,639,551]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Ants_57.jpg,82633,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[75,10,36,102,325,480,566,569,533,542,522,480,436,281,188,114,84,76,92],""all_points_y"":[246,126,86,73,60,54,95,137,231,419,497,523,545,550,547,519,444,272,250]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Ants_58.jpg,92329,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[106,58,61,411,414,366,404,408,70,61],""all_points_y"":[433,351,228,230,361,438,517,630,637,514]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Ants_59.jpg,66497,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[102,69,110,206,305,406,407,411,390,313,192,110,82,77],""all_points_y"":[349,256,220,217,221,253,353,487,546,581,584,572,517,477]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Ants_60.jpg,122325,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[116,115,145,207,320,386,434,439,443,452,407,321,192,129,102],""all_points_y"":[378,274,252,250,259,270,360,390,449,539,619,622,631,600,554]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Ants_61.jpg,92874,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[92,88,146,359,423,407,417,362,136,81,79],""all_points_y"":[303,159,108,114,170,310,469,540,535,479,395]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
