filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
Ants_100.jpg,105129,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[61,50,17,43,224,289,304,342,298,73],""all_points_y"":[320,395,534,593,622,580,462,405,344,308]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Ants_101.jpg,72065,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[3,19,16,62,217,266,255,267,226,14],""all_points_y"":[437,491,614,667,657,594,493,421,407,406]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Ants_102.jpg,102149,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[99,74,93,253,306,324,344,303,134,117],""all_points_y"":[444,548,602,631,595,474,384,344,325,341]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Ants_103.jpg,99668,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[120,134,80,52,284,323,304,385,398,164],""all_points_y"":[505,576,615,700,805,712,644,567,511,428]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Ants_104.jpg,92789,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[7,151,209,218,248,207,44,4],""all_points_y"":[409,394,417,508,656,687,719,681]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Ants_105.jpg,60851,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[86,81,61,87,258,305,304,322,267,109],""all_points_y"":[332,436,549,601,621,578,454,355,312,298]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Ants_106.jpg,118213,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[53,32,7,42,218,273,284,273,146,84],""all_points_y"":[463,541,664,721,741,690,562,467,433,442]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Ants_107.jpg,111137,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[128,120,91,136,281,330,341,354,320,159],""all_points_y"":[334,439,561,607,621,589,476,350,316,305]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Ants_108.jpg,97016,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[157,159,141,176,344,392,396,420,370,190],""all_points_y"":[348,442,562,611,628,583,458,350,324,312]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Ants_109.jpg,105114,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[163,145,93,111,241,301,352,387,356,203],""all_points_y"":[309,396,504,558,617,605,489,378,344,288]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
