filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
Beetles_56.jpg,162938,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[186,144,134,176,264,361,540,604,632,640,565,398,366,240],""all_points_y"":[58,104,425,497,499,460,479,451,405,157,71,70,90,38]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Live Rodent_03.jpg,89001,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[141,114,116,143,245,316,353,368,378,384,360,259,147,128],""all_points_y"":[512,604,645,676,703,715,675,642,574,544,532,504,483,483]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Lizards_05.jpg,36853,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[151,273,444,435,263,131],""all_points_y"":[26,93,100,425,416,473]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Lizards_06.jpg,47770,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[123,116,240,388,394,241,123],""all_points_y"":[28,410,364,370,93,91,13]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Lizards_07.jpg,54887,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[163,257,389,389,250,149],""all_points_y"":[78,129,124,371,368,405]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Lizards_09.jpg,67314,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[299,342,420,422,339,300],""all_points_y"":[170,183,183,339,339,344]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Mouse Activity_50.jpg,109560,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[168,175,209,175,178,425,405,366,392,371],""all_points_y"":[385,462,508,560,645,619,536,493,436,360]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Mouse Activity_51.jpg,98354,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[146,141,167,140,142,348,352,322,354,356],""all_points_y"":[377,461,509,559,628,647,571,524,478,392]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Mouse Activity_52.jpg,84091,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[125,135,166,136,138,376,358,318,346,332],""all_points_y"":[447,530,568,626,717,692,597,550,489,418]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
Mouse Activity_53.jpg,99131,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[131,157,219,219,266,443,405,357,352,307],""all_points_y"":[497,550,588,642,713,595,521,500,441,379]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
